timestamp,CO2,Methane,assetno
7864020000,53.0,0.187,2
7864560000,53.4,0.255,2
7865100000,53.6,0.22899999999999998,2
7865640000,53.7,0.006999999999999999,2
7866180000,53.8,0.254,2
7866720000,53.8,0.33,2
7867260000,53.8,0.102,2
7867800000,53.3,0.423,2
7868340000,53.0,1.139,2
7868880000,52.9,2.275,2
7869420000,53.4,2.594,2
7869960000,54.6,2.716,2
7870500000,56.4,2.51,2
7871040000,58.0,1.79,2
7871580000,59.4,1.3459999999999999,2
7872120000,60.2,1.081,2
7872660000,60.0,0.91,2
7873200000,59.4,0.8759999999999999,2
7873740000,58.4,0.885,2
7874280000,57.6,0.8,2
7874820000,56.9,0.544,2
7875360000,56.4,0.41600000000000004,2
7875900000,56.0,0.271,2
7876440000,55.7,0.0,2
7876980000,55.3,0.40299999999999997,2
7877520000,55.0,0.841,2
7878060000,54.4,1.285,2
7878600000,53.7,1.607,2
7879140000,52.8,1.746,2
7879680000,51.6,1.683,2
7880220000,50.6,1.485,2
7880760000,49.4,0.993,2
7881300000,48.8,0.648,2
7881840000,48.5,0.5770000000000001,2
7882380000,48.7,0.5770000000000001,2
7882920000,49.2,0.632,2
7883460000,49.8,0.747,2
7884000000,50.4,0.9,2
7884540000,50.7,0.993,2
7885080000,50.9,0.968,2
7885620000,50.7,0.79,2
7886160000,50.5,0.39899999999999997,2
7886700000,50.4,0.161,2
7887240000,50.2,0.5529999999999999,2
7887780000,50.4,0.603,2
7888320000,51.2,0.424,2
7888860000,52.3,0.19399999999999998,2
7889400000,53.2,0.049,2
7889940000,53.9,0.06,2
7890480000,54.1,0.161,2
7891020000,54.0,0.301,2
7891560000,53.6,0.517,2
7892100000,53.2,0.5660000000000001,2
7892640000,53.0,0.56,2
7893180000,52.8,0.573,2
7893720000,52.3,0.5920000000000001,2
7894260000,51.9,0.6709999999999999,2
7894800000,51.6,0.9329999999999999,2
7895340000,51.6,1.337,2
7895880000,51.4,1.46,2
7896420000,51.2,1.3530000000000002,2
7896960000,50.7,0.772,2
7897500000,50.0,0.218,2
7898040000,49.4,0.237,2
7898580000,49.3,0.7140000000000001,2
7899120000,49.7,1.099,2
7899660000,50.6,1.2690000000000001,2
7900200000,51.8,1.175,2
7900740000,53.0,0.6759999999999999,2
7901280000,54.0,0.033,2
7901820000,55.3,0.556,2
7902360000,55.9,0.643,2
7902900000,55.9,0.484,2
7903440000,54.6,0.109,2
7903980000,53.5,0.31,2
7904520000,52.4,0.6970000000000001,2
7905060000,52.1,1.047,2
7905600000,52.3,1.218,2
7906140000,53.0,1.183,2
7906680000,53.8,0.873,2
7907220000,54.6,0.336,2
7907760000,55.4,0.063,2
7908300000,55.9,0.084,2
7908840000,55.9,0.0,2
7909380000,55.2,0.001,2
7909920000,54.4,0.209,2
7910460000,53.7,0.556,2
7911000000,53.6,0.782,2
7911540000,53.6,0.858,2
7912080000,53.2,0.9179999999999999,2
7912620000,52.5,0.862,2
7913160000,52.0,0.41600000000000004,2
7913700000,51.4,0.336,2
7914240000,51.0,0.9590000000000001,2
7914780000,50.9,1.8130000000000002,2
7915320000,52.4,2.378,2
7915860000,53.5,2.499,2
7916400000,55.6,2.4730000000000003,2
7916940000,58.0,2.33,2
7917480000,59.5,2.053,2
7918020000,60.0,1.739,2
7918560000,60.4,1.261,2
7919100000,60.5,0.569,2
7919640000,60.2,0.13699999999999998,2
7920180000,59.7,0.024,2
7920720000,59.0,0.05,2
7921260000,57.6,0.135,2
7921800000,56.4,0.276,2
7922340000,55.2,0.534,2
7922880000,54.5,0.871,2
7923420000,54.1,1.2429999999999999,2
7923960000,54.1,1.439,2
7924500000,54.4,1.422,2
7925040000,55.5,1.175,2
7925580000,56.2,0.813,2
7926120000,57.0,0.634,2
7926660000,57.3,0.5820000000000001,2
7927200000,57.4,0.625,2
7927740000,57.0,0.713,2
7928280000,56.4,0.848,2
7928820000,55.9,1.0390000000000001,2
7929360000,55.5,1.3459999999999999,2
7929900000,55.3,1.6280000000000001,2
7930440000,55.2,1.619,2
7930980000,55.4,1.149,2
7931520000,56.0,0.488,2
7932060000,56.5,0.16,2
7932600000,57.1,0.006999999999999999,2
7933140000,57.3,0.092,2
7933680000,56.8,0.62,2
7934220000,55.6,1.0859999999999999,2
7934760000,55.0,1.525,2
7935300000,54.1,1.858,2
7935840000,54.3,2.029,2
7936380000,55.3,2.024,2
7936920000,56.4,1.9609999999999999,2
7937460000,57.2,1.952,2
7938000000,57.8,1.794,2
7938540000,58.3,1.3019999999999998,2
7939080000,58.6,1.03,2
7939620000,58.8,0.9179999999999999,2
7940160000,58.8,0.7979999999999999,2
7940700000,58.6,0.867,2
7941240000,58.0,1.047,2
7941780000,57.4,1.123,2
7942320000,57.0,0.8759999999999999,2
7942860000,56.4,0.395,2
7943400000,56.3,0.185,2
7943940000,56.4,0.662,2
7944480000,56.4,0.7090000000000001,2
7945020000,56.0,0.605,2
7945560000,55.2,0.501,2
7946100000,54.0,0.603,2
7946640000,53.0,0.943,2
7947180000,52.0,1.2229999999999999,2
7947720000,51.6,1.249,2
7948260000,51.6,0.8240000000000001,2
7948800000,51.1,0.102,2
7949340000,50.4,0.025,2
7949880000,50.0,0.382,2
7950420000,50.0,0.922,2
7950960000,52.0,1.032,2
7951500000,54.0,0.866,2
7952040000,55.1,0.527,2
7952580000,54.5,0.09300000000000001,2
7953120000,52.8,0.45799999999999996,2
7953660000,51.4,0.748,2
7954200000,50.8,0.9470000000000001,2
7954740000,51.2,1.0290000000000001,2
7955280000,52.0,0.9279999999999999,2
7955820000,52.8,0.645,2
7956360000,53.8,0.424,2
7956900000,54.5,0.276,2
7957440000,54.9,0.158,2
7957980000,54.9,0.033,2
7958520000,54.8,0.102,2
7959060000,54.4,0.251,2
7959600000,53.7,0.28,2
7960140000,53.3,0.0,2
7960680000,52.8,0.493,2
7961220000,52.6,0.759,2
7961760000,52.6,0.8240000000000001,2
7962300000,53.0,0.74,2
7962840000,54.3,0.528,2
7963380000,56.0,0.204,2
7963920000,57.0,0.034,2
7964460000,58.0,0.204,2
7965000000,58.6,0.253,2
7965540000,58.5,0.195,2
7966080000,58.3,0.131,2
7966620000,57.8,0.017,2
7967160000,57.3,0.182,2
7967700000,57.0,0.262,2
